OBJECTID,Inventory_,Species,DBH,Condition,TreeHeight,CrownWidth,CrownWid_1,CollectedB,Notes,CrownBaseH,GlobalID,StaffRevie,created_us,created_da,last_edite,last_edi_1,UserID,Structural,Carbon_Sto,Carbon_S_1,Carbon_Seq,Carbon_S_2,Stormwater,Stormwat_1,Pollution_,Pollutio_1,Total_Annu,Family,Genus,Common_nam,Genus_spec,Functional,Size,Native,Edible,Nuisance,Origin,Species_fa,Date_Inven,Site_Type,Site_Width,Wires,Site_devel,Site_Size,Address,Neighborho,Collected_,Planted_By,Plant_Date,Scientific,Common,Species_De,layer,path,treeID,crownArea,ndvi_count,ndvi_mean,ndvi_media,ndvi_stdev,ndvi_min,ndvi_max,ndvi_range,ndvi_varia,objectid_2,inventory,species.x,dbh_2,condition_2,tree_heigh,crown_widt,crown_wid_,collected__2,crown_base,created_da_2,last_edi_1_2,user_id,structural_2,carbon_sto_2,carbon_s_1_2,carbon_seq_2,carbon_s_2_2,stormwater_2,stormwat_1_2,pollution,pollutio_1_2,total_annu_2,family_2,genus_2,common_nam_2,genus_spec_2,field_1_1,site_type_2,site_width_2,wires_2,site_devel_2,site_size_2,address_2,neighborho_2,layer_2,tree_id,x,y,column_1,date,tree_id_nu,species.y,maple_coni,flourescen,start_time,neigborhoo,n_typology,location,street_par,height_m,height_spe,dbh_cm,dbh_specie,canopy_bas,crown_wi_1,cr_wdth_sp,percent_de,scorch_lev,evidence_o,buildings,paved_perc,nn_ne_dist,nn_ne_dbh,comp_4_qua,nn_ne_spec,nn_se_dist,nn_se_dbh,nn_se_spec,nn_sw_dist,nn_sw_dbh,nn_sw_spec,nn_nw_dist,nn_nw_dbh,nn_nw_spec,avg_chl,avg_chl_sp,avg_fv_fm,avg_fv_fm_,avg_fo,avg_fo_spe,avg_fm,avg_fm_spe,avg_porom,avg_porom_,avg_por_le,avg_por_ai,cloudy_cle,health_rat
"527177",2019/07/09,ACPL,22.000000000000000,Fair,"48","55","55",staff,,"4",{63F46AF8-C766-4494-829B-F3FE92435E1C},,brydavis,2019/07/09,PKJOSHUA,2020/12/17,"17239",5929.170000000000073,2261.699999999999818,146.699999999999989,43.799999999999997,2.840000000000000,127.799999999999997,8.550000000000002,15.529999999999999,34.399999999999999,26.920000000000002,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","59",1728.000000000000000,18.000000000000000,0.562761043508848,0.596245408058167,0.081349846659337,0.396668851375580,0.652679502964020,0.256010651588440,0.006617797551498,"527177",7/9/19,ACPL,22.000000000000000,Fair,"48","55","55",staff,"4",7/9/19,12/17/20,"17239","5929.17","2261.7","146.7","43.8","2.84","127.8","8.550000000000002","15.53","34.4","26.92",Sapindaceae,Acer,Norway maple,Acer platanoides,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,NM28,-122.505269299999995,45.513133320000001,"121",8/18/2021,NM28,Norway,Maple,regular,11:15:00.000,Centennial,3. H invest. C disinvest,"Parklane park, 153/main",P,11.000000000000000,"-0.182098765","57",NA,1.500000000000000,"14.5","0.728560776","0",2 minor,y,y,"15","19.4","72",559.698387499999967,london plane,"12.8","51.5",norway maple,n,n,n,"13.4","56.5",Norway maple,"47.83333333","1.166002656","0.8196666667","0.886904762","189.3333333","189.3333333","1053.333333","0.494914937",NA,NA,NA,NA,cloudy,good
"527571",2019/07/09,ACPL,23.000000000000000,Fair,"47","56","52",staff,,"6",{8AD07AF7-8498-4A3D-89E6-61EFDB0B30A8},,brydavis,2019/07/09,PKJOSHUA,2020/12/17,"17251",6465.949999999999818,2500.300000000000182,162.180000000000007,46.399999999999999,3.010000000000000,123.200000000000003,8.240000000000000,14.970000000000001,33.200000000000003,26.210000000000001,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","62",1539.000000000000000,16.000000000000000,0.577932840213180,0.603813380002975,0.074419974876466,0.405440658330917,0.649616956710815,0.244176298379898,0.005538332660614,"527571",7/9/19,ACPL,23.000000000000000,Fair,"47","56","52",staff,"6",7/9/19,12/17/20,"17251","6465.95","2500.3","162.18","46.4","3.01","123.2","8.24","14.97","33.2","26.21",Sapindaceae,Acer,Norway maple,Acer platanoides,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,NM29,-122.505534100000006,45.513279630000000,"122",8/18/2021,NM29,Norway,Maple,regular,11:47:00.000,Centennial,3. H invest. C disinvest,Parklane Park,P,13.199999999999999,"0.49691358","62",NA,1.500000000000000,"14","0.691275168","0",2 minor,y,y,"15","11.8","63",723.337635100000057,london plane,"12","56.5",norway maple,"23.4","20",dogwood,"10.4","56",norway maple,"49.33333333","1.464807437","0.813","0.767857143","195.3333333","195.3333333","1045.666667","0.451916246",NA,NA,NA,NA,mixed,good
"527574",2019/07/09,THPL,27.899999999999999,Fair,"68","19","26",staff,,"2",{6DE6DE5E-016E-4FE7-81E0-43C6142A9CFD},,lizzie.sords,2019/07/09,PKJOSHUA,2020/12/17,"17254",5942.619999999999891,983.399999999999977,63.789999999999999,14.800000000000001,0.960000000000000,32.799999999999997,2.190000000000000,3.980000000000000,8.800000000000002,7.140000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","75",927.000000000000000,10.000000000000000,0.560040372610092,0.572434961795807,0.038478727989615,0.471515715122223,0.604876577854156,0.133360862731934,0.001480612507699,"527574",7/9/19,THPL,27.899999999999999,Fair,"68","19","26",staff,"2",7/9/19,12/17/20,"17254","5942.62","983.4","63.79","14.8","0.96","32.8","2.19","3.98","8.800000000000002","7.14",Cupressaceae,Thuja,western redcedar,Thuja plicata,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,WRC33,-122.502910799999995,45.513699320000001,"126",8/18/2021,WRC33,WRC,Conifer,regular,12:30:00.000,Centennial,3. H invest. C disinvest,Parklane Park,P,17.199999999999999,"-0.180300501","56",NA,1.000000000000000,"10","0.017482517","20",3 moderate,y,n,"20","4","64",2033.448071000000027,WRC,n,n,n,"7","64",Norway maple,"5","70",wrc,"25.23333333","0.166666667","0.8346666667","0.893333334","150.3333333","150.3333333","916.3333333","-0.732458509",NA,NA,NA,NA,sun,poor
"527972",2019/07/09,THPL,21.800000000000001,Fair,"54","27","32",staff,,"3",{3FA01E8E-F4A6-480C-B02B-2A54C3B7C887},,lizzie.sords,2019/07/09,PKJOSHUA,2020/12/17,"17282",3612.119999999999891,546.200000000000045,35.430000000000000,9.199999999999999,0.600000000000000,53.100000000000001,3.550000000000000,6.450000000000000,14.300000000000001,10.600000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","77",198.000000000000000,2.042556567838726,0.541972008070518,0.533385604619980,0.035287224823929,0.484876304864883,0.585302770137787,0.100426465272903,0.001245188235775,"527972",7/9/19,THPL,21.800000000000001,Fair,"54","27","32",staff,"3",7/9/19,12/17/20,"17282","3612.12","546.2","35.43","9.2","0.6","53.1","3.55","6.45","14.3","10.6",Cupressaceae,Thuja,western redcedar,Thuja plicata,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,WRC32,-122.503052499999995,45.513651830000001,"125",8/18/2021,WRC32,WRC,Conifer,regular,12:31:00.000,Centennial,3. H invest. C disinvest,Parklane Park,P,22.199999999999999,"0.65442404","68",NA,1.000000000000000,"8.5","-0.506993007","5",3 moderate,y,n,"10","5","81",2127.829576999999972,wrc,"5","61.5",wrc,n,n,n,"6","62",norway maple,"23.4","-0.015936255","0.806","0.32","170.3333333","170.3333333","881.6666667","-0.919663751",NA,NA,NA,NA,mix,fair
"709243",2019/10/03,ACMA,16.000000000000000,Fair,"42","31","34",staff,,"6",{2694C497-3EBA-4C1C-B5B3-329DC9B83B96},,bianca.dolan,2019/10/03,PKJOSHUA,2020/12/17,"25139",2620.269999999999982,980.500000000000000,63.600000000000001,26.300000000000001,1.700000000000000,46.200000000000003,3.090000000000000,5.610000000000000,12.400000000000000,10.390000000000001,Sapindaceae,Acer,bigleaf maple,Acer macrophyllum,BD,L,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada","Name comes from the large five-lobed leaves, much larger than any other maple species.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","80",504.000000000000000,5.000000000000000,0.425506514310837,0.409991979598999,0.029769833494824,0.398707360029221,0.474842399358749,0.076135039329529,0.000886242986310,"709243",10/3/19,ACMA,16.000000000000000,Fair,"42","31","34",staff,"6",10/3/19,12/17/20,"25139","2620.27","980.5","63.6","26.3","1.7","46.2","3.09","5.61","12.4","10.39",Sapindaceae,Acer,bigleaf maple,Acer macrophyllum,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,BM15B,-122.487783199999996,45.497530890000000,"58",7/29/2021,BM15B,BLM,Maple,regular,11:20:00.000,Centennial,3. H invest. C disinvest,"170/haig, lynchwood park",P,12.500000000000000,"-0.193154034",NA,NA,1.500000000000000,"11","-0.264270613","10",1 no,n,n,"20","8","65",615.832171900000048,dogwood,n,n,n,"25","80",doug,n,n,n,"47.2","0.869863014","0.772","-0.147058824","203.3333333","203.3333333","906.3333333","-0.523809524","190.2","-0.478817095","27.43333333","27.66666667",sun,poor
"710443",2019/10/03,ACMA,15.699999999999999,Fair,"41","29","35",staff,,"7",{6C1D988F-4C06-451A-90BD-095D1623D075},,bianca.dolan,2019/10/03,PKJOSHUA,2020/12/17,"25194",2529.519999999999982,939.799999999999955,60.960000000000001,25.699999999999999,1.660000000000000,43.899999999999999,2.930000000000000,5.330000000000000,11.800000000000001,9.930000000000000,Sapindaceae,Acer,bigleaf maple,Acer macrophyllum,BD,L,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada","Name comes from the large five-lobed leaves, much larger than any other maple species.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","89",639.000000000000000,5.000000000000000,0.521019089221954,0.528000891208649,0.029054694311492,0.482817739248276,0.557379364967346,0.074561625719070,0.000844175261534,"710443",10/3/19,ACMA,15.699999999999999,Fair,"41","29","35",staff,"7",10/3/19,12/17/20,"25194","2529.52","939.8","60.96","25.7","1.66","43.9","2.93","5.33","11.8","9.93",Sapindaceae,Acer,bigleaf maple,Acer macrophyllum,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,BM16,-122.487603800000002,45.497530220000002,"59",7/29/2021,BM16,BLM,Maple,low,11:43:00.000,Centennial,3. H invest. C disinvest,"170/haig, lynchwood park",P,12.000000000000000,"-0.315403423","43",NA,0.000000000000000,"8.25","-0.845665962","30",1 no,n,n,"5","10.4","19.5",1023.196367000000009,oak,n,n,n,"12.4","135, c-7",blm,"4","65",dogwood,"43.16666667","0.179223744","0.6736666667","-3.039215685","251","251","771","-1.346504559","156.7666667","-0.788758073","30.4","30.6",sun,fair
"718870",2019/10/07,THPL,12.500000000000000,Fair,"66","14","16",staff,,"7",{DE099F9C-F360-486E-BFE6-F4D915C8314F},,brydavis,2019/10/07,PKJOSHUA,2020/12/17,"25593",1160.019999999999982,121.400000000000006,7.870000000000000,3.200000000000000,0.210000000000000,16.800000000000001,1.130000000000000,2.050000000000000,4.500000000000000,3.380000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","176",99.000000000000000,1.021278283904952,0.478138826044181,0.473430514335632,0.015391009892006,0.457905530929565,0.495850265026093,0.037944734096527,0.000236883185496,"718870",10/7/19,THPL,12.500000000000000,Fair,"66","14","16",staff,"7",10/7/19,12/17/20,"25593","1160.02","121.4","7.87","3.2","0.21","16.8","1.13","2.05","4.5","3.38",Cupressaceae,Thuja,western redcedar,Thuja plicata,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,WRC15,-122.487132500000001,45.499016460000000,"65",7/29/2021,WRC15,WRC,Conifer,low,02:24:00.000,Centennial,3. H invest. C disinvest,"lynchwood park, 170/franklin",P,15.000000000000000,"-0.547579299",NA,NA,0.500000000000000,"10","0.017482517","60",4 heavy,n,n,"30","0.5","18.5",1344.841781000000083,wrc,"17.8","112.5",df,"21.8","35",df,"18.8","70",df,"24.6","0.103585657","0.6253333333","-3.293333334","274.3333333","274.3333333","734.3333333","-1.715286028","28.63333333","-1.295445902","32.33333333","32.53333333",sun,poor
"718447",2019/10/07,PSME,20.100000000000001,Fair,"101","45","48",staff,,"18",{2B1F6D01-29CB-4084-A20A-CF84D7F64A44},,brydavis,2019/10/07,PKJOSHUA,2020/12/17,"25541",3064.570000000000164,992.500000000000000,64.379999999999995,17.199999999999999,1.120000000000000,122.000000000000000,8.150000000000000,14.810000000000000,32.799999999999997,24.079999999999998,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","203",126.000000000000000,1.299808724984350,0.526712162772070,0.523615241050720,0.009596081775441,0.510367333889008,0.535002410411835,0.024635076522827,0.000092084785441,"718447",10/7/19,PSME,20.100000000000001,Fair,"101","45","48",staff,"18",10/7/19,12/17/20,"25541","3064.57","992.5","64.38","17.2","1.12","122","8.15","14.81","32.8","24.08",Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,DF16,-122.486572899999999,45.498773499999999,"61",7/29/2021,DF16,DF,Conifer,regular,12:34:00.000,Centennial,3. H invest. C disinvest,"lynchwood park, 170/franklin",P,24.000000000000000,"-0.109195402","35.5",NA,2.000000000000000,"9","-0.759894459","40",1 no,n,n,"0","2","44.5",3149.249033000000054,df,"8","90",df,"6","71.5",df,"5","76",df,"15.06666667","-0.243333333","0.7636666667","-0.959349593","278.6666667","278.6666667","1182.333333","0.284487214","41.23333333","-1.024673498","30.5","30.73333333",sun,fair
"718452",2019/10/07,THPL,7.100000000000000,Fair,"48","28","16",staff,,"5",{FF8CEECE-BE7C-49EC-8D2F-AF1A21E065A0},,brydavis,2019/10/07,PKJOSHUA,2020/12/17,"25546",346.410000000000025,63.100000000000001,4.090000000000000,1.200000000000000,0.070000000000000,24.199999999999999,1.620000000000000,2.940000000000000,6.500000000000000,4.630000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","230",90.000000000000000,2.000000000000000,0.374334886670113,0.374334886670113,0.016568586230278,0.357766300439835,0.390903472900391,0.033137172460556,0.000274518049670,"718452",10/7/19,THPL,7.100000000000000,Fair,"48","28","16",staff,"5",10/7/19,12/17/20,"25546","346.41","63.1","4.09","1.2","0.07","24.2","1.62","2.94","6.5","4.63",Cupressaceae,Thuja,western redcedar,Thuja plicata,NA,NA,NA,NA,NA,NA,NA,Centennial,parktrees,WRC14,-122.487766300000004,45.498969700000004,"63",7/29/2021,WRC14,WRC,Conifer,low,01:34:00.000,Centennial,3. H invest. C disinvest,"lynchwood park, 170/franklin",P,23.000000000000000,"0.787979967",NA,NA,1.500000000000000,"13","1.066433566","25",2 minor,n,y,"0","21.4","86.5",1324.643201999999974,df,"1","45, c-2",wrc,"2","30, c-2",wrc,"1","10",wrc,"20.5","-0.304780876","0.6716666667","-2.366666666","314","314","1012.666667","-0.212243943","29.8","-1.278807758","31.46666667","31.7",sun,fair
"275160",2018/07/19,THPL,28.899999999999999,Fair,"80","23","21",volunteer,,"7",{ECCB0AC1-5291-41B2-B9F3-1C97E1F768A0},N,TL,2018/07/19,PKJOSHUA,2020/12/17,"8465",6379.250000000000000,1080.500000000000000,70.079999999999998,15.900000000000000,1.030000000000000,31.399999999999999,2.100000000000000,3.810000000000000,8.400000000000000,6.940000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","250",486.000000000000000,6.000000000000000,0.574157963196437,0.575084507465363,0.025870308515720,0.541364312171936,0.612044155597687,0.070679843425751,0.000669272862699,"275160",7/19/18,THPL,28.899999999999999,Fair,"80","23","21",volunteer,"7",7/19/18,12/17/20,"8465","6379.25","1080.5","70.08","15.9","1.03","31.4","2.1","3.81","8.4","6.94",Cupressaceae,Thuja,western redcedar,Thuja plicata,NA,NA,NA,NA,NA,NA,NA,Eastmoreland,parktrees,WRC5,-122.636686499999996,45.478110800000003,"22",7/19/2021,WRC5,WRC,Conifer,regular,02:15:00.000,Eastmoreland,4. H+C investment,Rhody garden,P,31.000000000000000,"2.123539232","74.5",NA,1.500000000000000,"7.5","-0.856643357","5",2 minor,y,n,"0","9.8","114",4998.013235000000350,magnolia,"8","32.5, c-3",star magnolia,"3","74",pin oak,"2.5","89",DF,"28.9","0.53187251","0.8463333333","1.126666666","233.6666667","233.6666667","1552.333333","2.702037657","68.33333333","-0.729273626","28.53333333","28.73333333",sunny,good
"276739",2018/07/19,ACMA,30.300000000000001,Poor,"62","41","27",volunteer,,"7",{ED01D180-F561-41A7-9BBC-756084F550B3},N,TL,2018/07/19,PKJOSHUA,2020/12/17,"7266",2915.300000000000182,4108.100000000000364,266.470000000000027,19.300000000000001,1.250000000000000,53.899999999999999,3.600000000000000,6.550000000000000,14.500000000000000,11.400000000000000,Sapindaceae,Acer,bigleaf maple,Acer macrophyllum,BD,L,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada","Name comes from the large five-lobed leaves, much larger than any other maple species.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","279",252.000000000000000,3.000000000000000,0.442439903815587,0.439008474349976,0.012711084469639,0.428874045610428,0.459437191486359,0.030563145875931,0.000161571668394,"276739",7/19/18,ACMA,30.300000000000001,Poor,"62","41","27",volunteer,"7",7/19/18,12/17/20,"7266","2915.3","4108.1","266.47","19.3","1.25","53.9","3.6","6.55","14.5","11.4",Sapindaceae,Acer,bigleaf maple,Acer macrophyllum,NA,NA,NA,NA,NA,NA,NA,Eastmoreland,parktrees,BM6,-122.636551499999996,45.479578779999997,"20",7/19/2021,BM6,BLM,Maple,regular,11:55:00.000,Eastmoreland,4. H+C investment,Rhody garden,P,17.000000000000000,"0.907090465","76.5",NA,1.500000000000000,"9","-0.687103594","20",1 no,y,n,"0","10.4","93",7763.878472999999758,DF,"14.4","105.5",DF,n,n,n,"1","91",DF,"43.23333333","0.190639269","0.8113333333","1.009803921","216.6666667","216.6666667","1153","0.975683891","251.3","0.087605451","29.4","29.66666667",sunny,poor
"276742",2018/07/19,PSME,35.000000000000000,Fair,"103","35","32",volunteer,"Inaccessible for some measurements, estimated","8",{9E805D81-DB1E-418F-83B2-102132358BE4},N,TL,2018/07/19,PKJOSHUA,2020/12/17,"7269",9042.930000000000291,2733.199999999999818,177.289999999999992,34.100000000000001,2.210000000000000,72.700000000000003,4.860000000000000,8.830000000000000,19.600000000000001,15.900000000000000,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","280",963.000000000000000,11.000000000000000,0.425092862410979,0.435972809791565,0.063462097519860,0.317856878042221,0.531910300254822,0.214053422212601,0.004027437821620,"276742",7/19/18,PSME,35.000000000000000,Fair,"103","35","32",volunteer,"8",7/19/18,12/17/20,"7269","9042.93","2733.2","177.29","34.1","2.21","72.7","4.86","8.83","19.6","15.9",Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,NA,NA,NA,NA,NA,NA,NA,Eastmoreland,parktrees,DF6,-122.636513699999995,45.479386450000000,"19",7/19/2021,DF6,DF,Conifer,regular,11:20:00.000,Eastmoreland,4. H+C investment,Rhody garden,P,30.000000000000000,"0.58045977","90",NA,2.250000000000000,"6","-1.551451187","5",1 no,y,n,"0","17.8","105.5",543.449349800000050,DF,n,n,n,n,n,n,"6","20",DF,"11.13333333","-0.805238095",NA,NA,NA,NA,NA,NA,"90.23333333","-0.433956199","29.23333333","29.46666667",sunny,fair
"276744",2018/07/19,THPL,18.300000000000001,Fair,"46","24","24",staff,,"5",{AB519744-23A5-49A6-A3C7-A9E18AB7BE2E},N,bryn.davis@portlandoregon.gov,2018/07/19,PKJOSHUA,2020/12/17,"7271",2533.239999999999782,335.000000000000000,21.730000000000000,6.600000000000000,0.430000000000000,35.200000000000003,2.350000000000000,4.270000000000000,9.500000000000000,7.050000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.",,,,,,,,,,,,,,,Extracted (location),"Point?crs=EPSG:3857&field=OBJECTID:integer(6,0)&field=Inventory_:date(10,0)&field=Species:string(6,0)&field=DBH:double(23,15)&field=Condition:string(4,0)&field=TreeHeight:integer(3,0)&field=CrownWidth:integer(3,0)&field=CrownWid_1:integer(3,0)&field=Coll","298",360.000000000000000,5.000000000000000,0.463350349664688,0.460174947977066,0.047981275506636,0.395983427762985,0.534473836421967,0.138490408658981,0.002302202799244,"276744",7/19/18,THPL,18.300000000000001,Fair,"46","24","24",staff,"5",7/19/18,12/17/20,"7271","2533.24","335","21.73","6.6","0.43","35.2","2.35","4.27","9.5","7.05",Cupressaceae,Thuja,western redcedar,Thuja plicata,NA,NA,NA,NA,NA,NA,NA,Eastmoreland,parktrees,WRC4,-122.635737199999994,45.479661569999998,"18",7/19/2021,WRC4,WRC,Conifer,regular,10:36:00.000,Eastmoreland,4. H+C investment,Rhody garden,P,17.000000000000000,"-0.213689482",NA,NA,1.500000000000000,"6","-1.381118881","15",4 heavy,y,n,"40","15","61",587.487383399999999,birch,"4","30.5",kausa dogwood,n,n,n,"15.8","65",oak,"26.66666667","0.309428951","0.8463333333","1.126666666","194","194","1263.333333","1.141393959","124.9333333","0.077914052","26.23333333","26.43333333",sunny,poor
