OBJECTID,Inventory_,Species,DBH,Condition,TreeHeight,CrownWidth,CrownWid_1,CollectedB,Notes,CrownBaseH,GlobalID,StaffRevie,created_us,created_da,last_edite,last_edi_1,UserID,Structural,Carbon_Sto,Carbon_S_1,Carbon_Seq,Carbon_S_2,Stormwater,Stormwat_1,Pollution_,Pollutio_1,Total_Annu,Family,Genus,Common_nam,Genus_spec,Functional,Size,Native,Edible,Nuisance,Origin,Species_fa,Date_Inven,Site_Type,Site_Width,Wires,Site_devel,Site_Size,Address,Neighborho,Collected_,Planted_By,Plant_Date,Scientific,Common,Species_De,layer,path,treeID,crownArea,ndvi_count,ndvi_mean,ndvi_media,ndvi_stdev,ndvi_min,ndvi_max,ndvi_range,ndvi_varia
"164351",,ACMA,6.600000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/06/09,NCNS,,None,Unimproved,Large,4350 NE 133RD AVE,ARGAY,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"149",288.000000000000000,3.000000000000000,0.439491490523020,0.411761492490768,0.054669584912882,0.390855044126511,0.515857934951782,0.125002890825272,0.002988763514547
"164178",,ACMA,17.699999999999999,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/06/09,NCNS,,None,Unimproved,Large,4301-4495 NE 133RD AVE,ARGAY,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"158",468.000000000000000,6.000000000000000,0.398706684509913,0.395221322774887,0.062590982191255,0.310666054487228,0.492663711309433,0.181997656822205,0.003917631051666
"164469",,ACMA,22.100000000000001,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/06/09,NCNS,,None,Unimproved,Large,4301-4495 NE 133RD AVE,ARGAY,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"165",324.000000000000000,3.000000000000000,0.464921762545904,0.474863737821579,0.040380001798588,0.411250829696655,0.508650720119476,0.097399890422821,0.001630544545254
"164481",,ACMA,11.000000000000000,Poor,,,,,Estimate,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/06/09,NCNS,,None,Unimproved,Large,12986 NE WHITAKER WAY,ARGAY,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"185",180.000000000000000,1.856965666269620,0.373361635176253,0.382327765226364,0.037307689046331,0.310170710086823,0.407801330089569,0.097630620002747,0.001391863661978
"171368",,PSME,22.399999999999999,Good,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/13,CNS,,None,Unimproved,Large,8350 SE POWELL BLVD,LENTS,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"191",657.000000000000000,6.000000000000000,0.309545084834099,0.307358384132385,0.037920088794004,0.244362324476242,0.356757700443268,0.112395375967026,0.001437933134145
"171625",,PSME,16.500000000000000,Poor,,,,,<Null>,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/14,CNS,,High voltage,Unimproved,Medium,9507 SE TENINO CT,LENTS,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"193",261.000000000000000,2.000000000000000,0.457475468516350,0.457475468516350,0.035558596253395,0.421916872262955,0.493034064769745,0.071117192506790,0.001264413767512
"173117",,PSME,38.200000000000003,Fair,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/18,curbtight,,None,Improved,Large,4700 SE 88TH AVE,LENTS,staff,,2016/07/15,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"201",990.000000000000000,10.000000000000000,0.449664035439491,0.453247606754303,0.024153846839318,0.408167600631714,0.477316975593567,0.069149374961853,0.000583408317137
"171028",,ACPL,12.900000000000000,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/13,strip,4.000000000000000,High voltage,Improved,Medium,9721 SE WOODSTOCK BLVD,LENTS,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"204",135.000000000000000,2.000000000000000,0.266761481761932,0.266761481761932,0.032972961664200,0.233788520097733,0.299734443426132,0.065945923328400,0.001087216200909
"170910",,ACMA,6.000000000000000,Poor,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/13,CNS,,High voltage,Unimproved,Medium,NEC/ 88TH & SE LAFAYETTE ST,LENTS,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"208",252.000000000000000,4.000000000000000,0.567336820065975,0.583923399448395,0.044508364332381,0.492411404848099,0.609089076519012,0.116677671670914,0.001980994495544
"171390",,ACMA,44.700000000000003,Poor,,,,,Estimate,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/13,curbtight,,High voltage,Improved,Medium,9924 SE DUKE ST,LENTS,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"218",2133.000000000000000,21.000000000000000,0.459379081215177,0.469783812761307,0.070483202196507,0.335469037294388,0.556149542331696,0.220680505037308,0.004967881791874
"171715",,ACMA,10.800000000000001,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/14,CNS,,None,Unimproved,Large,9216 SE TENINO CT,LENTS,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"219",981.000000000000000,11.000000000000000,0.363931640982628,0.365512430667877,0.100977004945679,0.186052724719048,0.524075448513031,0.338022723793983,0.010196355527800
"172634",,ACMA,19.699999999999999,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/15,strip,11.300000000000001,None,Improved,Large,5328 SE 89TH AVE,LENTS,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"226",333.000000000000000,4.000000000000000,0.500557318329811,0.500026389956474,0.006033535526016,0.493923872709274,0.508252620697021,0.014328747987747,0.000036403550944
"173098",,ACPL,23.000000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/18,curbtight,,None,Improved,Large,4700 SE 88TH AVE,LENTS,staff,,2016/07/15,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"233",1413.000000000000000,15.000000000000000,0.544466352462769,0.553886771202087,0.035081283500093,0.469866871833801,0.606086790561676,0.136219918727875,0.001230696452014
"173815",,THPL,9.100000000000000,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/07/19,NCNS,,High voltage,Unimproved,Medium,9230 SE CENTER ST,LENTS,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"238",108.000000000000000,1.114179399772581,0.456012855165573,0.467317879199982,0.040683369287988,0.378556817770004,0.500326395034790,0.121769577264786,0.001655136536623
"173932",,THPL,24.000000000000000,Fair,,,,,MS est,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/07/19,NCNS,,High voltage,Unimproved,Medium,9230 SE CENTER ST,LENTS,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"239",72.000000000000000,0.742786266507848,0.350830723674785,0.378556817770004,0.049066677194068,0.277052521705627,0.382621556520462,0.105569034814835,0.002407538810867
"173277",,ACMA,33.299999999999997,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/18,NCNS,,High voltage,Unimproved,Medium,10303 SE MARTINS ST,LENTS,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"244",1755.000000000000000,19.000000000000000,0.496472653589751,0.500948369503021,0.054457699101974,0.362353473901749,0.576210260391235,0.213856786489487,0.002965640991481
"174919",,ACPL,9.199999999999999,Good,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/06/25,CNS,,None,Unimproved,Large,1908-1914 NE 72ND AVE,MADISON SOUTH,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"252",171.000000000000000,2.000000000000000,0.577971756458282,0.577971756458282,0.019942402839661,0.558029353618622,0.597914159297943,0.039884805679321,0.000397699431019
"175535",,PSME,30.300000000000001,Good,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/20,curbtight,,Other,Improved,Large,1804-2006 NE 70TH AVE,MADISON SOUTH,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"256",378.000000000000000,3.000000000000000,0.407983233531316,0.438683480024338,0.059281181870473,0.325071960687637,0.460194259881973,0.135122299194336,0.003514258523960
"175953",,PSME,27.100000000000001,Fair,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/20,CNS,,None,Unimproved,Large,15405 NE HOLLADAY ST,WILKES,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"260",135.000000000000000,1.392724249710322,0.462040157169862,0.459654659032822,0.039542218877409,0.377996176481247,0.505714774131775,0.127718597650528,0.001563587073749
"177437",,PSME,11.000000000000000,Poor,,,,,<Null>,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/22,curbtight,,High voltage,Improved,Medium,3447 NE 149TH AVE,WILKES,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"266",81.000000000000000,0.835634549827634,0.483183534702299,0.461854860186577,0.052560844965441,0.395669400691986,0.518793582916260,0.123124182224274,0.002762642423481
"176177",,PSME,27.000000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/21,strip,9.500000000000000,None,Improved,Large,3243 NE 51ST AVE,ROSE CITY PARK,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"270",1719.000000000000000,16.000000000000000,0.457196114584804,0.453330904245377,0.033519978082281,0.407038062810898,0.515511274337769,0.108473211526871,0.001123588930637
"176533",,PSME,38.399999999999999,Fair,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/21,strip,5.900000000000000,None,Improved,Medium,6309 NE HANCOCK ST,ROSE CITY PARK,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"279",1656.000000000000000,17.000000000000000,0.398379399495966,0.405305385589600,0.056272647025334,0.289309322834015,0.486064255237579,0.196754932403564,0.003166610803238
